channel_order,channel_name,program_order,program_title,start_time_raw,end_time_raw,duration_raw,release_year,rating,genres_raw,season_number,episode_number,episode_title,synopsis
84,NGC-E,2,Lost Treasures of Rome,2:00 PM,3:00 PM,1 hr,2022,TV-PG,Documentary,1,4,Nero's Lost Palace,"Buried beneath Rome lies a forgotten treasure, the Golden House, a vast palace built in the first century AD built by Rome's most notorious emperor, Nero; archaeologists investigate the fate..."
84,NGC-E,3,Lost Treasures of Rome,3:00 PM,4:00 PM,1 hr,2022,TV-PG,Documentary,1,1,Hidden Secrets of Pompeii,"Archaeologists embark on new digs in the ancient city of Pompeii, to unravel the stories of the people that lived and died here, as they uncover clues from the tomb and venture into stiflingly..."
85,NGEOWILD,1,Shark Attack Files,12:38 PM,1:38 PM,1 hr,2021,TV-14,Documentary,1,6,Sharks Gone Rogue,"Brazen attacks are targeting people, and some wonder if sharks are learning to crave human flesh."
85,NGEOWILD,2,Jack Hanna's Passport,1:38 PM,2:00 PM,22 min,2026,,Adventure / Family,2,20,The World of North America,"The Hannas go on an adventure to meet cool, and cute, North American creatures."
85,NGEOWILD,3,Paid Program,2:00 PM,2:30 PM,30 min,,G,,,,,Sponsored television programming.
85,NGEOWILD,4,Paid Program,2:30 PM,3:00 PM,30 min,,G,,,,,Sponsored television programming.
85,NGEOWILD,5,Best Mattress Topper Ever!,3:00 PM,3:30 PM,30 min,,G,,,,,Back Pain? Hip? Sleep well thanks to this cooling topper!
86,NIC-E,2,Friends,2:00 PM,2:30 PM,30 min,1995,TV-14,Comedy / Romance,1,23,The One with the Birth,"Ross's big day to become a father arrives when Carol goes into labor, but trouble arises when he gets locked inside a closet alongside Susan and Phoebe; Rachel attempts to be flirtatious with..."
86,NIC-E,3,Friends,2:30 PM,3:00 PM,30 min,1995,TV-14,Comedy / Romance,1,24,The One Where Rachel Finds Out,"Ross is away during a business trip to China, and Chandler accidentally lets slip Ross' secret feelings of romance towards Rachel; matters become more awkward than ever before when Ross..."
86,NIC-E,4,Friends,3:00 PM,3:30 PM,30 min,1995,TV-14,Comedy / Romance,2,1,The One with Ross' New Girlfriend,"Rachel resolves to be patient and wait at the airport until Ross can return and learn that she knows about his feelings, but Ross steps off the plane with big news about a girlfriend; Phoebe..."
87,NICKJR,1,PAW Patrol,1:15 PM,1:39 PM,24 min,2018,TV-Y,Animation / Adventure / Comedy / Family,4,23,Pups Save Luke Stars; Pups Save Chicken Day,"When Luke Stars gets stuck on a mountain ledge on his way to Adventure Bay, he is unable to perform a song with Katie; Mayor Goodway's pet chicken Chickaletta, goes missing on Chicken Day and..."
87,NICKJR,2,PAW Patrol,1:39 PM,2:04 PM,25 min,2016,TV-Y,Animation / Adventure / Comedy / Family,3,9,Pups Save a Dragon; Pups Save the Three Little Pigs,"When a dragon starts guarding the Lookout Tower with Katie inside, Ryder must enlist the help of the Pups and the Air Patroller; the PAW Patrol must build a new home for three piglets while..."
87,NICKJR,3,PAW Patrol,2:04 PM,2:28 PM,24 min,2018,TV-Y,Animation / Adventure / Comedy / Family,4,22,Sea Patrol: Pups Save a Frozen Flounder; Sea Patrol: Pups Save a Narwhal,Captain Turbot's boat becomes frozen in ice while sailing in the Arctic; the PAW Patrol pups use their Sea Patroller to help guide a lost narwhal back to its home.
87,NICKJR,4,Rubble & Crew,2:28 PM,2:52 PM,24 min,2018,TV-Y,Animation / Adventure / Comedy / Family,4,22,Sea Patrol: Pups Save a Frozen Flounder; Sea Patrol: Pups Save a Narwhal,Captain Turbot's boat becomes frozen in ice while sailing in the Arctic; the PAW Patrol pups use their Sea Patroller to help guide a lost narwhal back to its home.
87,NICKJR,5,Rubble & Crew,2:52 PM,3:17 PM,24 min,2024,TV-Y,Animation,2,21,The Crew Builds a Winter Wonderland; Crew Builds a Giant Snow Squirrely Whirly,"Rubble & Crew work together to transform Builder Cove's beach boardwalk into a bright, festive, winter wonderland; when a snowy day gets in the way of Motor & Mix's Super Squirrely Whirly..."
87,NICKJR,6,PAW Patrol,3:17 PM,3:41 PM,24 min,2017,TV-Y,Animation / Adventure / Comedy / Family,4,10,Mission PAW: Pups Save the Royal Throne,"When sweetie has come up with plans in order to steal the royal throne so that she can rule, the pups must work together to save the day."
88,NTOON,1,SpongeBob SquarePants,1:25 PM,1:50 PM,25 min,2001,TV-Y7,Animation / Comedy / Family / Fantasy,2,27,Pre-Hibernation Week; Life of Crime,Sandy invites Spongebob Squarepants to join her on her last week of wild fun before she has to settle in for hibernation; Spongebob and Patrick face the consequences of their negligence after...
88,NTOON,2,SpongeBob SquarePants,1:50 PM,2:15 PM,25 min,2024,TV-Y7,Animation / Comedy / Family / Fantasy,15,2,UpWard; Unidentified Flailing Octopus,"Lady Upturn introduces Squidward Tentacles and his musical talents to her high society friends after she becomes his patron; Squidward Tentacles sets out to prove that aliens aren't real,..."
88,NTOON,3,SpongeBob SquarePants,2:15 PM,2:30 PM,15 min,2000,TV-Y7,Animation / Comedy / Family / Fantasy,2,21,Your Shoe's Untied; Squid's Day Off,SpongeBob SquarePants forgets how to tie his shoelaces and has difficulty finding someone to show him how to do it; Squidward takes advantage of his responsibility of being in charge of Krusty...
88,NTOON,4,SpongeBob SquarePants,2:30 PM,2:55 PM,15 min,2000,TV-Y7,Animation / Comedy / Family / Fantasy,2,21,Your Shoe's Untied; Squid's Day Off,SpongeBob SquarePants forgets how to tie his shoelaces and has difficulty finding someone to show him how to do it; Squidward takes advantage of his responsibility of being in charge of Krusty...
88,NTOON,5,SpongeBob SquarePants,2:55 PM,3:20 PM,25 min,2008,TV-Y7,Animation / Comedy / Family / Fantasy,6,7,Giant Squidward; No Nose Knows,"Squidward turns into a giant when he gets sprayed with a plant growth formula, and word spreads through town that a new monster has arrived; Patrick decides that he wants a nose so he can..."
88,NTOON,6,,,,25 min,2007,TV-Y7,Animation / Comedy / Family / Fantasy,5,8,Roller Cowards; Bucket Sweet Bucket,"SpongeBob becomes fearful of riding on a new roller coaster in town after having a scary dream about it; Plankton tricks SpongeBob, Patrick and Squidward into fixing up the Chum Bucket, and he..."
89,OVAT,1,The Art Of,1:30 PM,2:00 PM,30 min,2013,TV-14,Reality-TV,2,2,Fashion,"Three accomplished fashion designers, each exhibiting the sort of creativity that's required to succeed in today's industry, reveal their respective approaches to their work, from ""green""..."
89,OVAT,2,"Have Thinning Hair? Keranique Can Help Regrow Beautiful, Thicker Hair!",2:00 PM,2:30 PM,30 min,,,,,,,"If you have thinning hair or hair loss, Keranique can help regrow thicker, longer and fuller hair."
89,OVAT,3,The Aging Brain,2:30 PM,3:00 PM,30 min,,G,,,,,"Learn what's behind mental decline with age, and how to improve memory, focus and concentration with NeuroQ's Darrin Peterson and Dale Bredesen MD."
89,OVAT,4,Paid Program,3:00 PM,3:30 PM,30 min,,G,,,,,Sponsored television programming.
90,OWN,1,My Lottery Dream Home,1:30 PM,2:00 PM,30 min,2019,,Reality-TV,7,3,Some Like It Hotter,"A couple who won $1 million from the New York lottery has decided to purchase a home in the city of Punta Gorda, Fla., so they attempt to buy their way into a classy retirement village with..."
90,OWN,2,My Lottery Dream Home,2:00 PM,2:30 PM,30 min,2019,,Reality-TV,7,5,Fort Worth Fortune,"A professional poker player and his family have decided to purchase a home in the city of Fort Worth, Texas, so host David Bromstad helps them find a property that boasts plenty of space to..."
90,OWN,3,My Lottery Dream Home,2:30 PM,3:00 PM,30 min,2019,,Reality-TV,7,7,Delaware Dream Home,"Host David Bromstad shows a variety of remarkable homes to a Staten Island couple, who won the lottery and want to purchase a forever home in the city of Bethany Beach, Del., where they hope..."
90,OWN,4,Love It or List It,3:00 PM,4:00 PM,1 hr,2014,,Reality-TV,10,7,Close-Knit Clan,"A couple and their four children found a way to squeeze themselves into a 1,200 square foot bungalow five years ago, but now the lack of bedrooms and space has become a detriment, and they..."
91,OXGN-E,1,The Killer Among Us,1:00 PM,2:00 PM,1 hr,2026,,,,,,"The First Baptist Church of Madisonville, Kentucky is shocked when longtime parishioner Anna May Branson leaves Sunday service only to be murdered in her home moments later. Investigators..."
91,OXGN-E,2,Dateline,2:00 PM,3:00 PM,1 hr,2025,TV-14,,,,,An unlikely witness sheds light on a deadly home invasion involving a local business owner; interviews provide new details about the case.
91,OXGN-E,3,Dateline,3:00 PM,4:00 PM,1 hr,2025,TV-14,,,,,An unlikely witness sheds light on a deadly home invasion involving a local business owner; interviews provide new details about the case.
92,PARMT,1,F9,1:00 PM,4:00 PM,3 hrs,2021,G,Action / Crime / Thriller,,,,"Dom lives a quiet life with Letty and his son, but Cipher enlists Dom's younger brother, Jakob, to complete a mission and get revenge on Dom and the team, so they must all work together to..."
93,POP,1,FBI,1:00 PM,2:00 PM,1 hr,2024,TV-14,Action / Crime / Mystery / Thriller / Drama,6,5,Sacrifice,The team faces the demands of a kidnapper who abducted the director of a Brooklyn migrant center and his wife; Maggie uses Jessica to learn more about the ins and outs of motherhood.
93,POP,2,FBI,2:00 PM,3:00 PM,1 hr,2024,TV-14,Action / Crime / Mystery / Thriller / Drama,6,6,Unforeseen,A poison gas attack in broad daylight leaves multiple victims dead as the team races to find those responsible before they can strike again.
93,POP,3,FBI,3:00 PM,4:00 PM,1 hr,2024,TV-14,Action / Crime / Mystery / Thriller / Drama,6,7,Behind the Veil,"After a restaurant bombing leaves a congresswoman among the victims, the team is tasked with tracking down the ones responsible before they can strike again."
94,REELZ,1,On Patrol: Live,11:00 AM,2:00 PM,3 hrs,2026,TV-14,Documentary / Action / Crime / Reality-TV,4,82,Armed Carjacker,Clayton County officers search for an armed carjacking suspect; Toledo officers race to shots fired.
94,REELZ,2,The Aging Brain,2:00 PM,2:30 PM,30 min,,G,,,,,"Learn what's behind mental decline with age, and how to improve memory, focus and concentration with NeuroQ's Darrin Peterson and Dale Bredesen MD."
94,REELZ,3,Paid Program,2:30 PM,3:00 PM,30 min,,G,,,,,Sponsored television programming.
94,REELZ,4,Paid Program,3:00 PM,3:30 PM,30 min,,G,,,,,Sponsored television programming.
95,SCIENCE,1,Engineering Catastrophes,1:00 PM,2:00 PM,1 hr,2022,TV-PG,Documentary,6,7,Blaze of Winston-Salem,"A catastrophic fire at a fertilizer plant threatens city-wide devastation in Winston-Salem, N. C.; experts use the latest science to investigate and uncover an outdated, wooden storage..."
95,SCIENCE,2,Engineering Catastrophes,2:00 PM,3:00 PM,1 hr,2023,TV-PG,Documentary,,,,An aging dam in Nebraska is overcome by flooding after the area is hit with a devastating bomb cyclone; an investigation reveals that massive chunks of ice unleashed by the superstorm played a...
95,SCIENCE,3,Secret Nazi Ruins,3:00 PM,4:00 PM,1 hr,2021,TV-PG,,,,,"A secret construction project in Eastern Germany, which began as the Nazis conducted their rise to power and boasts an elaborate network of underground tunnels and bunkers, is investigated by..."
96,SMITHSON,1,Mayday: Air Disaster,1:00 PM,2:00 PM,1 hr,2021,TV-14,Documentary / History / Crime,,,,"When three aircraft fall out of the sky, investigators are left to gather the pieces amid the severe conditions of the far North."
96,SMITHSON,2,Mayday: Air Disaster,2:00 PM,3:00 PM,1 hr,2014,TV-14,Documentary / History / Crime,13,7,Terror in Paradise,"A plane of an airline linking the islands of French Polynesia leaves Moorea Island for Tahiti, but two minutes out it suddenly dives into the ocean, killing all 20 people on board, and its..."
96,SMITHSON,3,Mayday: Air Disaster,3:00 PM,4:00 PM,1 hr,2005,TV-14,Documentary / History / Crime,3,2,Attack Over Baghdad,"On November 22, 2003, insurgents in Iraq fire a missile at an Airbus A300 air freighter owned by European Air Transport and flying for DHL Aviation; the hit destroys its hydraulic system and..."
97,SUN,1,Law & Order,1:00 PM,2:00 PM,1 hr,1999,TV-14,Crime / Mystery / Thriller / Drama,9,10,Hate,"Newly-discovered evidence will point the investigating detectives in the direction of a fascist youth gathering after the brutal beating and murder of a high school girl, but the teenagers are..."
97,SUN,2,Law & Order,2:00 PM,3:00 PM,1 hr,1999,TV-14,Crime / Mystery / Thriller / Drama,9,11,Ramparts,Detectives Lennie Briscoe and Rey Curtis will have to reopen a case that was previously closed in the 1960s when they discover a vehicle dredged in the waters of the Hudson River containing...
97,SUN,3,The Andy Griffith Show,3:00 PM,3:30 PM,30 min,1965,,Comedy / Family,5,22,If I Had a Quarter-Million,"Barney's discovery of a bank satchel containing an ample allowance of stolen currency leads to his ambitious attempt to lure the furtive robbers to justice by using their own illicit loot,..."
98,SyFy,1,Cocaine Bear,12:00 PM,2:00 PM,2 hrs,2023,R,Comedy / Crime / Thriller,,,,"A plane filled with cocaine begins to have trouble midair and suddenly crashes into a Georgia forest, but then a curious big, black bear finds the transported stash and ingests a large amount..."
98,SyFy,2,NCIS: Los Angeles,2:00 PM,3:00 PM,1 hr,2011,TV-14,Action / Adventure / Comedy / Crime / Mystery / Thriller / Drama / Romance,2,17,Personal,"Detective Deeks has his morning routine disrupted when he is shot during a convenience store robbery, leaving the NCIS team to investigate into the fact whether the assailants' intentions were..."
98,SyFy,3,NCIS: Los Angeles,3:00 PM,4:00 PM,1 hr,2011,TV-14,Action / Adventure / Comedy / Crime / Mystery / Thriller / Drama / Romance,2,18,Harm's Way,Sam resumes a former alias he once had and boards a one-way flight to Yemen with Callen in hopes tracking down a dangerous leader of a terrorist group and safely rescuing the hostage son of a...
99,TBS,1,The Office,1:30 PM,2:00 PM,30 min,2009,TV-14,Comedy,6,10,Murder,"Michael finds himself unsettled after he hears some troubling rumors about Dunder Mifflin, and he forces the office into a day of strange diversions that leads everyone to wonder if he has..."
99,TBS,2,The Office,2:00 PM,2:30 PM,30 min,2009,TV-14,Comedy,6,11,Shareholder Meeting,"Michael is excited to get the chance to be honored on stage at the Dunder Mifflin shareholder meeting, and he decides to bring Andy, Dwight and Oscar along with him; Jim has a hard time..."
99,TBS,3,The Office,2:30 PM,3:00 PM,30 min,2009,TV-14,Comedy,6,12,Scott's Tots,Michael is forced to face the music after he comes to the realization that he can't keep a promise that he made to a group of kids 10 years ago; Jim starts an employee of the month program in...
99,TBS,4,The Office,3:00 PM,3:30 PM,30 min,2009,TV-14,Comedy,6,13,Secret Santa,"Michael becomes outraged after Jim decides to let Phyllis take on the role of Santa at the office Christmas party; Jim and Dwight try to get the holiday spirit going, despite some doubts from..."
100,TCM,1,Fiddler on the Roof,1:00 PM,4:15 PM,3 hrs 15 min,1971,PG,Drama / Romance / Family / Musical,,,,"A proud, Jewish peasant and milkman living in a Ukrainian ghetto before the Russian Revolution struggles to preserve his family's Jewish heritage amidst poverty, prejudiced attitudes of..."
101,TEENNCK,1,The Loud House,1:24 PM,1:48 PM,24 min,2021,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,5,26,Appetite for Destruction; Frame on You,"When Lily Loud starts misbehaving at home, Mom and Dad think her new preschool friends might be the cause; when Rusty is wrongfully suspended, the Action News Team leaps into action to clear..."
101,TEENNCK,2,The Loud House,1:48 PM,2:12 PM,24 min,2022,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,6,4,The Taunting Hour; Musical Chairs,"Lincoln convinces his teacher, Mr. Bolhofner, to join the Doo-Dads in order to get a better seat in class; after Lincoln tries to help Lynn get over a heckler at her soccer game, the Louds..."
101,TEENNCK,3,The Loud House,2:12 PM,2:36 PM,24 min,2022,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,6,4,The Taunting Hour; Musical Chairs,"Lincoln convinces his teacher, Mr. Bolhofner, to join the Doo-Dads in order to get a better seat in class; after Lincoln tries to help Lynn get over a heckler at her soccer game, the Louds..."
101,TEENNCK,4,The Loud House,2:36 PM,3:00 PM,24 min,2022,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,6,4,The Taunting Hour; Musical Chairs,"Lincoln convinces his teacher, Mr. Bolhofner, to join the Doo-Dads in order to get a better seat in class; after Lincoln tries to help Lynn get over a heckler at her soccer game, the Louds..."
101,TEENNCK,5,The Loud House,3:00 PM,3:24 PM,24 min,2021,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,5,24,Fright Bite; The Loudly Bones,"When a vampire moves into their town of Royal Woods, Lucy Loud must convince him to turn the Mortician's Club into vampires; Lisa Loud discovers that the dinosaur bones she found in her..."
101,TEENNCK,6,,,,24 min,2023,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,7,11,Leave No Van Behind; Sponsor Tripped,"When the Loud family van, Vanzilla, seems too broken down to ever drive again, Lana, Dad and Gramps band together to fix it; Lynn and friends enjoy free perks around Royal Woods when their..."
102,TLC,1,Save My Skin,1:00 PM,2:00 PM,1 hr,2024,,Reality-TV,6,3,Ew! What Is That?,"The large tumours on Jennifer's scalp have left her with bald patches. Plus, Adam hopes to get a diagnosis for more than 60 lumps covering his body."
102,TLC,2,Save My Skin,2:00 PM,3:00 PM,1 hr,2024,,Reality-TV,6,3,Ew! What Is That?,"The large tumours on Jennifer's scalp have left her with bald patches. Plus, Adam hopes to get a diagnosis for more than 60 lumps covering his body."
102,TLC,3,MILF Manor,3:00 PM,4:00 PM,1 hr,2024,TV-14,Reality-TV,2,3,She's All MILF,A double date leads to awkward situations for two contestants; Barby and Jacob grow closer; one contestant has her secret exposed.
103,TNT,1,Cold Case,1:00 PM,2:00 PM,1 hr,2006,TV-14,Crime / Mystery / Thriller / Drama,4,4,Baby Blues,"Lilly brings up a family's suppressed and depressing memories when she reopens a case from 1982 in which an infant was found dead due to the possible actions of the older brother, who..."
103,TNT,2,Cold Case,2:00 PM,3:00 PM,1 hr,2006,TV-14,Crime / Mystery / Thriller / Drama,4,5,Saving Sammy,"A shocking twist is uncovered from the 2003 case of an autistic boy's murdered parents when Lilly and her team of investigators find clues that surprisingly point to his sister, a school bully..."
103,TNT,3,Cold Case,3:00 PM,4:00 PM,1 hr,2006,TV-14,Crime / Mystery / Thriller / Drama,4,6,Static,"Heads are turned and beliefs are shattered when a former celebrity DJ's death in 1958, which was labeled a suicide for years, is discovered to have been a murder; Scotty attempts to reach out..."
104,TRAVEL,1,Paranormal Caught on Camera,1:00 PM,2:00 PM,1 hr,2025,TV-PG,Documentary / Horror / Thriller,10,1,The Haunted Pub of Doncaster and More,"The owner of the Plough Inn in Doncaster, England, named Jane Bushell, claims to have captured footage of a destructive spirit wreaking havoc; footage of a Sasquatch-like creature and..."
104,TRAVEL,2,Paranormal Caught on Camera,2:00 PM,3:00 PM,1 hr,2025,TV-PG,Documentary / Horror / Thriller,9,8,Bigfoot in Great Britain and More!,A bushcraft expert in Britain claims to have encountered a bigfoot-like creature; a simple walk down Route 66 in Arizona turns terrifying; three men in Argentina find something receding in a...
104,TRAVEL,3,Paranormal Caught on Camera,3:00 PM,4:00 PM,1 hr,2025,TV-PG,Documentary / Horror / Thriller,10,2,A Spirited Infirmary in Indiana and More,Two investigators feel unwelcomed by spirits at an abandoned Indiana infirmary; a high-flying cryptid gives a chilling warning in Chicago; a woman in Mexico is shocked to see her painting come...
105,TRUTV,1,Impractical Jokers: Inside Jokes,1:30 PM,2:00 PM,30 min,2020,TV-14,Comedy / Reality-TV,1,153,The Alliance,One Joker is an avid photographer; there are some words that the guys never want to hear before a punishment; one Joker is never afraid to strip down.
105,TRUTV,2,Impractical Jokers: Inside Jokes,2:00 PM,2:30 PM,30 min,2020,TV-14,Comedy / Reality-TV,1,153,The Alliance,One Joker is an avid photographer; there are some words that the guys never want to hear before a punishment; one Joker is never afraid to strip down.
105,TRUTV,3,Impractical Jokers: Inside Jokes,2:30 PM,3:00 PM,30 min,2020,TV-14,Comedy / Reality-TV,1,155,Sorry for Your Loss,"One Joker brought a kitten to the set, and the person responsible for the song used on the show is revealed; Q tried to master an instrument before the show."
105,TRUTV,4,Inogen Portable Oxygen - No More Tanks!,3:00 PM,3:30 PM,30 min,,,,,,,Regain independence and enjoy greater mobility with the compact design and long-lasting battery of portable oxygen.
106,TVLAND,1,Seinfeld,1:30 PM,2:00 PM,30 min,1993,TV-PG,Comedy,4,21,The Smelly Car,"Jerry and Elaine try to discover the origin of a mysterious and pungent odor left in Jerry's car, which they trace back to a valet from a local restaurant; George becomes interesting in Susan..."
106,TVLAND,2,Seinfeld,2:00 PM,2:30 PM,30 min,1993,TV-PG,Comedy,4,22,The Handicap Spot,An angry mob trashes Frank's car when George parks it in a handicap spot; the gang splits the cost of a big screen TV for the Drake's wedding; Kramer falls in love with a woman at a hospital...
106,TVLAND,3,Seinfeld,2:30 PM,3:00 PM,30 min,1993,TV-PG,Comedy,5,1,The Mango,Jerry begs Elaine for another chance when he finds out she faked her orgasms; George tells Jerry about his lack of confidence below his belt; Kramer gets banned from his favorite fruit shop...
106,TVLAND,4,The Golden Girls,3:00 PM,3:30 PM,30 min,1989,TV-PG,Comedy / Drama,5,9,Comedy of Errors,"The unexpected death of a schoolmate will prompt the shocked Dorothy to renew her long-time interest in performing stand-up comedy, but she almost causes a serious injury to herself after..."
107,USA-E,1,How I Met Your Mother,1:30 PM,2:00 PM,30 min,2005,TV-PG,Comedy / Drama / Romance,1,10,The Pineapple Incident,"After a night of wild partying, Ted wakes up to find he has a sprained ankle, and that a burnt jacket, a pineapple and a girl are in his bed, so he requests the help of his friends to piece..."
107,USA-E,2,Dateline,2:00 PM,3:00 PM,1 hr,2016,TV-14,,,,,"When a loving mother is found dead in her burning house while her husband is away, the community believes her death to be a terrible accident, but police soon begin a murder investigation when..."
107,USA-E,3,Dateline,3:00 PM,4:00 PM,1 hr,2024,TV-14,,,,,"A former police officer turned private investigator disappears without a trace the police are baffled but when her girlfriend starts receiving strange text messages, the police are wondering..."
108,VH-1E,1,Nick Cannon Presents: Wild 'N Out,1:30 PM,2:00 PM,30 min,2014,TV-14,Comedy,6,3,Skylar Diggins; Vic Mensa,WNBA star Skylar Diggins competes; rapper Vic Mensa performs.
108,VH-1E,2,Nick Cannon Presents: Wild 'N Out,2:00 PM,2:30 PM,30 min,2014,TV-14,Comedy,6,4,Bow Wow; Que,"Nick Cannon and rapper, actor, TV host Bow Wow face-off in ""Let Me Holla,"" ""Plead the Fifth,"" ""Exclusive Hits"" and ""Wildstyle""; rapper Que performs."
108,VH-1E,3,Nick Cannon Presents: Wild 'N Out,2:30 PM,3:00 PM,30 min,2014,TV-14,Comedy,6,5,Chrissy Teigen; PWD,"Model Chrissy Teigen battles in ""Got Props,"" ""The World's Worst,"" ""Talking Spit"" and ""Wildstyle""; hip-hop's Psych Ward Druggies perform."
108,VH-1E,4,Nick Cannon Presents: Wild 'N Out,3:00 PM,3:30 PM,30 min,2014,TV-14,Comedy,6,6,Austin Mahone,"Pop, R&B artist Austin Mahone battles Nick Cannon in ""Turn Up For What,"" ""Instaham,"" ""Remix"" and ""Wildstyle."""
109,VICE,1,QAnon: The Search for Q,1:00 PM,2:00 PM,1 hr,2022,TV-14,,,,,"After the failed January 6 insurrection, Marley Clements and Bayan Joonam investigate a new war waged in local school boards and elections."
109,VICE,2,QAnon: The Search for Q,2:00 PM,3:00 PM,1 hr,2022,TV-14,,,,,"Bayan Jonam and Marley Clements investigate QAnon's post a month before the events of January 6, 2021, amidst a flurry of conspiracies regarding COVID-19 and election fraud."
109,VICE,3,QAnon: The Search for Q,3:00 PM,4:00 PM,1 hr,2022,TV-14,,,,,Bayan Joonam and Marley Clements attend giant rallies for investigative purposes where pastors ignite a fire in a new generation of Q-inspired spiritual warriors.
110,WE,1,S.W.A.T.,1:00 PM,2:00 PM,1 hr,2018,TV-14,Action / Adventure / Crime / Mystery / Thriller / Drama,2,5,S.O.S.,Hondo and Lina are undercover to infiltrate and retrieve a cruise ship that has been attacked by drug smugglers who threaten to kill passengers; Street finds the competition in the SWAT...
110,WE,2,S.W.A.T.,2:00 PM,3:00 PM,1 hr,2018,TV-14,Action / Adventure / Crime / Mystery / Thriller / Drama,2,6,Never Again,The team pursues an organized group of thieves who target diamond dealers across downtown Los Angeles; Hondo seeks his mother's comfort after the emotional death of a suspect; Street is...
110,WE,3,The Braxtons,3:00 PM,4:00 PM,1 hr,2024,TV-14,,1,2,Healing Takes Time,"The family gathers to share their feelings and memories during grief counseling to cope with the loss of Traci but when emotions run high and a family member suddenly leaves the session, Miss..."
111,WEATH,1,Storm of Suspicion,1:00 PM,2:00 PM,1 hr,2023,,Crime,4,22,Hurricane Hampered,"As Palm Beach, Fla., prepares for the incoming impact of Hurricane Andrew, a mother and her daughter are suddenly murdered in their home so the police team up with a forensic meteorologist to..."
111,WEATH,2,Storm of Suspicion,2:00 PM,3:00 PM,1 hr,2024,,Crime,5,9,Burned in a Blackout,"Some time after Hurricane Ivan arrives and wreaks havoc across the state of Alabama, emergency responders discover a woman's charred remains hidden deep beneath the rubble and wonder how she..."
111,WEATH,3,When Weather Changed History,3:00 PM,4:00 PM,1 hr,2008,,Documentary / History,2,2,The Galveston Hurricane of 1900,"A historical look is taken into the dramatic events surrounding the destruction of a hurricane that struck Galveston, Texas, in 1900, as experts believe it was more powerful than disasters..."
112,HBOEAL,1,House of the Dragon,12:30 PM,1:37 PM,1 hr 7 min,2026,TV-MA,Action / Adventure / Drama / Fantasy,3,5,Unbowed and Unbent,"As the search for Aemond and Vhagar continues, Daemon attempts to control the spiraling situation in King's Landing."
112,HBOEAL,2,"Life, Larry and the Pursuit of Unhappiness",1:37 PM,2:15 PM,1 hr 7 min,2026,TV-MA,Action / Adventure / Drama / Fantasy,3,5,Unbowed and Unbent,"As the search for Aemond and Vhagar continues, Daemon attempts to control the spiraling situation in King's Landing."
112,HBOEAL,3,Warfare,2:15 PM,3:55 PM,38 min,2026,,,,,,"President and Mrs. Obama want to honor America's 250th anniversary and celebrate the history of the nation on the occasion, but then Larry David calls."
113,HBO2,1,Deadpool 2,12:34 PM,2:34 PM,2 hrs,2018,R,,,,,"After Wade Wilson, also known as Deadpool, suffers from a personal tragedy, he decides to form his own team of super-powered mutants, in order to save a young and angry mutant who is targeted..."
114,HBOC-E,1,Mickey 17,1:20 PM,3:37 PM,2 hrs 17 min,2025,,Adventure / Comedy / Fantasy / Sci-Fi,,,,"A down-on-his-luck man enrolls in a program that will secure his way out of Earth, but when a mishap on one of his missions suddenly occurs, it results in multiple versions of himself forcing..."
115,HBOSG,1,The Leftovers,12:46 PM,1:49 PM,1 hr 3 min,2015,TV-MA,Drama / Fantasy / Mystery / Thriller,2,8,International Assassin,"Kevin makes a strong-willed effort to rid himself of Patti and her influence on an unexpected field of battle, where a shocking, heart-rending choice is the definitive action that stands..."
115,HBOSG,2,The Leftovers,1:49 PM,2:44 PM,55 min,2015,TV-MA,Drama / Fantasy / Mystery / Thriller,2,9,Ten Thirteen,A personal loss that left Meg irreconcilable  motivates her pilgrimage to Miracle to find shelter and offers leads to why she decided to become an advocate for the Guilty Remnant; Tom hopes to...
115,HBOSG,3,The Leftovers,2:44 PM,3:56 PM,1 hr 12 min,2015,TV-MA,Drama / Fantasy / Mystery / Thriller,2,10,I Live Here Now,"No longer driven to keep the secret, Kevin is honest with a suspicious John about his possible relationship to the disappearance of Evie; Miracle is confronted by an unforeseen threat on the..."
116,HBOZ-E,1,Eddington,11:45 AM,2:13 PM,2 hrs 28 min,2025,R,,,,,"The worry and uncertainty of the pandemic have left the residents of a small New Mexico town uneasy, so when a family is suddenly found murdered in their home, it pits neighbor against..."
116,HBOZ-E,2,,,,1 min,2025,R,,,,,"After being plagued by violent and recurring nightmares, a college student races back home to find the one person she believes could help her break the cycle of death and save her family from..."
116,HBOZ-E,3,The Long Walk,2:14 PM,4:03 PM,1 hr 49 min,2025,R,,,,,"Every year, one hundred young boys are chosen to participate in an annual competition that offers the ultimate grand prize to the victor, but failure to comply with the rules will be..."
